accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	completeness	geoLocAdmin2	geoLocCity	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementUnit	diagnosticMeasurementMethod
PP_001Z21W.1	A.D.3.3	2024-02-22	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14426	2025-03-11	PV260434.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.5569129720853859				RSV-A/human/USA/MA-Broad_BWH-21179/2024	0	5946			
PP_001Z22U.1	A.D.5.2	2023-10-31	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14807	2025-03-11	PV260435.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.5219704433497537				RSV-A/human/USA/MA-Broad_MGH-16017/2023	0	6860			
PP_001Z23S.1	A.D.5.1	2024-11-29	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14902	2025-03-11	PV260437.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8684400656814449				RSV-A/human/USA/MA-Broad_MGH-22622/2024	0	1678			
PP_001Z24Q.1	A.D.5.2	2023-10-12	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14898	2025-03-11	PV260439.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9663054187192118				RSV-A/human/USA/MA-Broad_BWH-19915/2023	1	189			
PP_001Z25N.1	A.D.1	2024-11-27	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14671	2025-03-11	PV260440.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8423645320197044				RSV-A/human/USA/MA-Broad_MGH-22605/2024	0	1847			
PP_001Z26L.1	A.D.3	2024-12-03	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14656	2025-03-11	PV260441.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8561576354679803				RSV-A/human/USA/MA-Broad_MGH-22644/2024	0	1622			
PP_001Z27J.1	A.D.5.2	2023-11-28	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14928	2025-03-11	PV260443.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.6339573070607554				RSV-A/human/USA/MA-Broad_MGH-16128/2023	1	5347			
PP_001Z28G.1	A.D.5.2	2023-12-08	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14960	2025-03-11	PV260445.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9234811165845649				RSV-A/human/USA/MA-Broad_MGH-16421/2023	0	901			
PP_001Z29E.1	A.D.5.2	2023-12-21	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14917	2025-03-11	PV260446.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9481773399014778				RSV-A/human/USA/MA-Broad_BWH-18287/2023	1	484			
PP_001Z2AC.1	A.D.1.6	2024-12-18	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14200	2025-03-11	PV260447.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.6951067323481117				RSV-A/human/USA/MA-Broad_MGH-22930/2024	0	3619			
PP_001Z2BA.1	A.D.5.2	2024-12-24	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14861	2025-03-11	PV260452.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9355665024630542				RSV-A/human/USA/MA-Broad_MGH-22967/2024	2	619			
PP_001Z2C8.1	A.D.5.2	2024-12-04	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14865	2025-03-11	PV260457.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9587520525451559				RSV-A/human/USA/MA-Broad_MGH-22647/2024	0	272			
PP_001Z2D6.1	A.D.5.2	2023-11-08	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14853	2025-03-11	PV260459.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9410180623973727				RSV-A/human/USA/MA-Broad_MGH-21553/2023	0	530			
PP_001Z2E4.1	A.D.3	2023-10-20	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14709	2025-03-11	PV260461.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.4852545155993432				RSV-A/human/USA/MA-Broad_BWH-19891/2023	0	7314			
PP_001Z2F2.1	A.D.3	2024-11-29	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	14403	2025-03-11	PV260462.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8095894909688013				RSV-A/human/USA/MA-Broad_MGH-22623/2024	0	2077			
PP_001Z2G0.1	A.D.3	2024-12-01	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	15107	2025-03-11	PV260463.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9874548440065681				RSV-A/human/USA/MA-Broad_MGH-22634/2024	12	26			
PP_001Z2HX.1	A.D.5	2024-12-09	USA	Massachusetts	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program	Homo sapiens	15197	2025-03-11	PV260467.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9864696223316913				RSV-A/human/USA/MA-Broad_MGH-22682/2024	159	0			
PP_001Z2JV.1	A.D.1	2024-11-05	USA	Washington	Roychoudhury, P.; Xie, X.; Sereewit, J.; Ellis, S.; Greninger, A.	University of Washington, Laboratory Medicine and Pathology	Homo sapiens	15243	2025-03-23	PV262883.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9998686371100164				WA-UW-31968	0	0			
PP_001Z2KT.1	A.D.1	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277700.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9372742200328408				MN-MDH-RSVA-02282	1	776			
PP_001Z2LR.1	A.D.3	2025-02-13	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277701.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9183579638752053				MN-MDH-RSVA-02283	4	1061			
PP_001Z2MP.1	A.D.1.5	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277702.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9295894909688013				MN-MDH-RSVA-02284	12	882			
PP_001Z2NM.1	A.D.1.6	2025-02-18	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15043	2025-03-23	PV277703.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9443021346469622				MN-MDH-RSVA-02286	1	669			
PP_001Z2PK.1	A.D.5.2	2025-02-16	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	14855	2025-03-23	PV277704.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9044334975369458				MN-MDH-RSVA-02287	0	1089			
PP_001Z2QH.1	A.D.3	2025-02-16	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277705.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.918423645320197				MN-MDH-RSVA-02288	1	1063			
PP_001Z2RF.1	A.D.5.2	2025-02-16	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	14855	2025-03-23	PV277706.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9120525451559934				MN-MDH-RSVA-02289	1	972			
PP_001Z2SD.1	A.D.3	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15048	2025-03-23	PV277707.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9206568144499179				MN-MDH-RSVA-02290	4	1026			
PP_001Z2TB.1	A.D.3.1	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277708.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9061412151067324				MN-MDH-RSVA-02291	2	1249			
PP_001Z2U9.1	A.D.1.6	2025-02-19	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277709.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9812807881773399				MN-MDH-RSVA-02292	1	106			
PP_001Z2V7.1	A.D.1.6	2025-02-19	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277710.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9552052545155993				MN-MDH-RSVA-02293	1	503			
PP_001Z2W5.1	A.D.5.2	2025-02-19	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15043	2025-03-23	PV277711.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9433169129720854				MN-MDH-RSVA-02294	3	682			
PP_001Z2X3.1	A.D.1.5	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277712.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9384564860426929				MN-MDH-RSVA-02295	1	758			
PP_001Z2Y1.1	A.D.3	2025-02-16	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277713.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.918423645320197				MN-MDH-RSVA-02296	4	1060			
PP_001Z2ZZ.1	A.D.3	2025-02-16	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277714.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.918423645320197				MN-MDH-RSVA-02297	1	1063			
PP_001Z30X.1	A.D.3	2025-02-17	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277715.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.918423645320197				MN-MDH-RSVA-02298	4	1060			
PP_001Z31V.1	A.D.3	2025-02-14	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15043	2025-03-23	PV277716.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.918423645320197				MN-MDH-RSVA-02299	4	1060			
PP_001Z32T.1	A.D.1.6	2025-02-18	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15044	2025-03-23	PV277717.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9626272577996716				MN-MDH-RSVA-02300	1	390			
PP_001Z33R.1	A.D.3	2025-02-22	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277718.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9735303776683087				MN-MDH-RSVA-02301	64	161			
PP_001Z34P.1	A.D.3	2025-02-20	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277719.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9127750410509031				MN-MDH-RSVA-02302	1	1149			
PP_001Z35M.1	A.D.1	2025-02-22	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15047	2025-03-23	PV277720.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9431855500821018				MN-MDH-RSVA-02303	1	686			
PP_001Z36K.1	A.D.5.1	2025-02-20	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15043	2025-03-23	PV277721.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9102134646962233				MN-MDH-RSVA-02304	4	1185			
PP_001Z37H.1	A.D.1.6	2025-02-20	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277722.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9814121510673235				MN-MDH-RSVA-02305	1	104			
PP_001Z38F.1	A.D.5.2	2025-02-21	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	14855	2025-03-23	PV277723.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9004269293924466				MN-MDH-RSVA-02306	0	1150			
PP_001Z39D.1	A.D.5.2	2025-02-21	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	14855	2025-03-23	PV277724.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9004926108374385				MN-MDH-RSVA-02307	0	1149			
PP_001Z3AB.1	A.D.3.1	2025-02-18	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277725.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9061412151067324				MN-MDH-RSVA-02308	1	1250			
PP_001Z3B9.1	A.D.5	2025-02-21	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277726.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9792446633825944				MN-MDH-RSVA-02309	25	113			
PP_001Z3C7.1	A.D.3.1	2025-02-24	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277727.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9098850574712644				MN-MDH-RSVA-02310	1	1193			
PP_001Z3D5.1	A.D.1.6	2025-02-24	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15045	2025-03-23	PV277728.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9551395730706076				MN-MDH-RSVA-02311	1	504			
PP_001Z3E3.1	A.D	2025-02-24	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15046	2025-03-23	PV277729.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9699178981937603				MN-MDH-RSVA-02312	120	160			
PP_001Z3F1.1	A.D.3	2025-02-20	USA	Minnesota	Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	Homo sapiens	15050	2025-03-23	PV277730.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9114614121510674				MN-MDH-RSVA-02313	2	1168			
