accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementMethod	diagnosticMeasurementUnit
PP_002X1DA.1	B.D.E.2	2020-10-21	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367374.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367374.1			B-20S074	0	0			
PP_002X1E8.1	B.D.4.1.1	2020-11-18	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367375.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367375.1			B-20S104	0	0			
PP_002X1F6.1	B.D.E.2	2021-01-27	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367376.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367376.1			B-21S025	0	0			
PP_002X1G4.1	B.D.E.2	2021-02-17	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367377.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367377.1			B-21S037	0	0			
PP_002X1H1.1	B.D.E.2	2021-01-20	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367378.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367378.1			B-21S017	0	0			
PP_002X1JZ.1	B.D.E.2	2021-01-20	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367379.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367379.1			B-21S018	0	0			
PP_002X1KX.1	B.D.4.1.1	2021-01-13	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367380.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367380.1			B-21S010	0	0			
PP_002X1LV.1	B.D.4.1.1	2021-01-20	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367381.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367381.1			B-21S022	0	0			
PP_002X1MT.1	B.D.4.1.1	2021-01-20	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15218	2025-04-02	PV367382.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367382.1			B-21S021	0	0			
PP_002X1NR.1	B.D.4.1.1	2021-03-24	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367383.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367383.1			B-21S052	0	0			
PP_002X1PP.1	B.D.4.1.1	2021-03-31	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367384.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367384.1			B-21S057	0	0			
PP_002X1QM.1	B.D.4.1.1	2021-06-23	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367385.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367385.1			B-21S099	0	0			
PP_002X1RK.1	B.D.E.2	2021-01-06	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367386.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367386.1			B-21S002	0	0			
PP_002X1SH.1	B.D.E.2	2021-01-06	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367387.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367387.1			B-21S001	0	0			
PP_002X1TF.1	B.D.E.1	2023-05-03	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367388.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367388.1			B-23S204	0	0			
PP_002X1UD.1	B.D.4.1.1	2023-09-14	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367389.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367389.1			B-23S469	0	0			
PP_002X1VB.1	B.D.E.1	2023-09-14	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367390.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367390.1			B-23S464	0	0			
PP_002X1W9.1	B.D.4.1.1	2021-09-15	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15218	2025-04-02	PV367391.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367391.1			B-21S127	0	0			
PP_002X1X7.1	B.D.4.1.1	2021-12-22	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367392.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367392.1			B-21S178	0	0			
PP_002X1Y5.1	B.D.4.1.1	2023-07-03	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15218	2025-04-02	PV367393.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367393.1			B-23S314	0	0			
PP_002X1Z3.1	B.D.4.1.1	2021-10-13	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15221	2025-04-02	PV367394.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367394.1			B-21S133	0	0			
PP_002X201.1	B.D.E.1	2023-09-14	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367395.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367395.1			B-23S460	0	0			
PP_002X21Z.1	B.D.E.1	2023-05-03	China		Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.	Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory	Homo sapiens	15220	2025-04-02	PV367396.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PV367396.1			B-23S257	0	0			
PP_002X22X.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15270	2025-04-02	PV388300.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			PV388300.1			RSV00007	1	0			
PP_002X23V.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15199	2025-04-02	PV388301.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9964525029562475			PV388301.1			RSV00003	0	0			
PP_002X24T.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15143	2025-04-02	PV388302.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9969123636841414			PV388302.1			RSV00008	0	0			
PP_002X25R.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15172	2025-04-02	PV388303.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9974379188017344			PV388303.1			RSV00013	0	0			
PP_002X26P.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15164	2025-04-02	PV388305.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9962554197871502			PV388305.1			RSV00024	0	0			
PP_002X27M.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15124	2025-04-02	PV388306.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9935619498094863			PV388306.1			RSV00026	0	0			
PP_002X28K.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15124	2025-04-02	PV388307.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9932334778609907			PV388307.1			RSV00028	5	1			
PP_002X29H.1	B.D.4.1.1	2018-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15208	2025-04-02	PV388308.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			PV388308.1			RSV00030	0	0			
PP_002X2AF.1	B.D.4.1	2018-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15211	2025-04-02	PV388309.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9977006963605308			PV388309.1			RSV00031	1	0			
PP_002X2BD.1	B.D.4.1	2018-04	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15212	2025-04-02	PV388310.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9973722244120352			PV388310.1			RSV00033	0	0			
PP_002X2CB.1	B.D.4.1.1	2018-10	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15197	2025-04-02	PV388311.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9961240310077519			PV388311.1			RSV00034	0	0			
PP_002X2D9.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15157	2025-04-02	PV388313.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9957955590592563			PV388313.1			RSV00039	0	0			
PP_002X2E7.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15209	2025-04-02	PV388314.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9977663907502299			PV388314.1			RSV00040	0	0			
PP_002X2F5.1	B.D.4.1.1	2019-04	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15204	2025-04-02	PV388315.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			PV388315.1			RSV00042	0	0			
PP_002X2G3.1	B.D.4.1.1	2019-04	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15208	2025-04-02	PV388319.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9967809749047432			PV388319.1			RSV00014	0	0			
PP_002X2H0.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15265	2025-04-02	PV388320.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998686112206018			PV388320.1			RSV00002	2	0			
PP_002X2JY.1	B.D.4.1.1	2019-02	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15211	2025-04-02	PV388321.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			PV388321.1			RSV00006	4	0			
PP_002X2KW.1	B.D.4.1.1	2019-02	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15266	2025-04-02	PV388322.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			PV388322.1			RSV00012	3	0			
PP_002X2LU.1	B.D.4.1.1	2019-01	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15259	2025-04-02	PV388323.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			PV388323.1			RSV00017	1	0			
PP_002X2MS.1	B.D.4.1.1	2018-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15197	2025-04-02	PV388324.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9956641702798581			PV388324.1			RSV00032	0	0			
PP_002X2NQ.1	B.D.4.1.1	2018-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15177	2025-04-02	PV388325.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9948758376034686			PV388325.1			RSV00004	2	1			
PP_002X2PN.1	B.D.4.1.1	2018-12	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15213	2025-04-02	PV388326.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9974379188017344			PV388326.1			RSV00005	0	0			
PP_002X2QL.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15181	2025-04-02	PV388327.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9969780580738405			PV388327.1			RSV00009	0	0			
PP_002X2RJ.1	B.D.4.1.1	2018-11	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15176	2025-04-02	PV388328.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9950072263828669			PV388328.1			RSV00015	1	0			
PP_002X2SG.1	B.D.4.1.1	2019-02	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15212	2025-04-02	PV388329.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9969780580738405			PV388329.1			RSV00023	2	0			
PP_002X2TE.1	B.D.4.1.1	2019-03	USA	Pittsburgh, PA	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	University of Pittsburgh, Department of Medicine	Homo sapiens	15207	2025-04-02	PV388330.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9971094468532388			PV388330.1			RSV00027	0	0			
